filepath,caller,case
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/f59f4f48-69d5-4fba-829f-bc1fabb75527.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-3X-AAVC
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/7d6f2f7d-ec97-4c79-b617-3ffc6c129de6.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA2I
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/b1e2b911-b5f1-4fcb-b219-bcdfcd6a9891.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-4G-AAZT
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/f45c3689-944c-4d85-9967-e2f3b93b5b17.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W7-A93O
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/2c9715b9-bb25-49c4-a873-4adf9ce07fbe.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA2M
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/310cd3b3-302c-4cd3-8f68-a81f90c11fbc.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-ZH-A8Y8
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/f9a21c48-64d4-4852-8244-6f2dcdc3be19.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W7-A93N
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/7b3a34dc-851b-4435-9e41-fd3b2e220172.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA2K
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/0afb195a-725b-4f86-a1ea-c4db82ecd6e6.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W6-AA0S
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/61f36a06-a6e0-4beb-8d2c-74083fe43ac5.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA2J
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/04a88648-aaf2-41bb-b950-94fa9cce8c0e.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-4G-AAZO
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/557b36d1-9c22-4a21-8172-8c458ff94479.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA2Q
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/8903dc92-9a3c-44fd-bafb-8d1f97af8add.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-3X-AAVC
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/586cd409-d684-46d4-a51c-2092e4e76de8.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA36
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/fafb5211-28a7-43f6-b622-0ec28f6f3754.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA2U
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/3159d24e-c175-45b6-aaad-7b839bb83028.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA2U
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/ba8d6d67-308e-446d-a0ad-bea1112550da.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA2I
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/a2c4ebd6-65b1-404d-b631-a516f64bcab7.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA39
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/81304c75-d1bc-4364-a448-e06c2bc6daca.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA38
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/019475e4-60e1-4ba3-9c17-aa8b34a15884.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA2M
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/0a975f2f-89dd-4847-a3ff-a38645419473.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA2O
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/1baab270-88b0-4338-a44b-f93c2e7fd288.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-ZH-A8Y1
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/392fda82-5110-4985-9287-8e7ed2a1ed2a.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA2O
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/6dd9a468-56db-451f-be0f-cd44f7cdf6a8.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-ZD-A8I3
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/f7de60eb-77cf-433d-8181-e41ae5790a22.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA2R
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/acb7d578-a452-40ff-9f78-f37c2ded92ea.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-ZH-A8Y2
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/65f9a124-4698-4f14-baf8-2db329aac3cb.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-ZD-A8I3
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/10dee5d1-6f50-495d-a08a-cf49934c0b16.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-5A-A8ZF
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/6356a788-5e44-4363-b3db-c42d8e447251.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-3X-AAV9
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/53d90ef8-4d74-4578-9861-ff7222b3b036.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-ZH-A8Y4
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/6f2114f2-e9e8-4c3c-a6a9-1a87b2ffef96.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA31
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/676e09a4-9bc6-4716-a154-c64ce342210e.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-3X-AAVA
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/ed6200f2-a5a5-4825-9eea-fae430caeece.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA2J
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/38b35c44-7709-459c-a2bf-2d2291128b12.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-3X-AAVB
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/175e55a0-6c5a-4af2-80a1-7afa2104cb77.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-4G-AAZT
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/6d2c29f3-1d8f-48aa-9862-5f2ee9beec09.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA36
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/c9455a81-fa57-4f1b-beeb-36e6e3a37217.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-ZU-A8S4
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/6f7a1ce4-4b25-49f3-bf0f-436fd9b770ee.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-ZU-A8S4
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/088e004a-6519-4c4a-8525-4518ae385dc6.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-ZH-A8Y1
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/911fa5f3-90e2-4e02-b3bd-583210bba314.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA2H
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/00fd1e30-650e-4c2e-a8af-a4ff66d22b14.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA2H
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/44f47f59-7ad3-4575-838a-98a28e4231c5.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-4G-AAZR
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/1dd62ef4-ed64-4ff0-92f4-740d45789131.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-4G-AAZR
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/2b2394d4-a5ee-4d57-9ee0-b2201d7e5207.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-ZH-A8Y7
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/5313110f-0694-45d9-b8a6-a9ade1a51de3.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-ZH-A8Y7
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/d9e6b926-a73c-43b7-acab-22455d6f503f.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA2X
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/38203a92-e403-4da1-8cb2-dca6d729b22f.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA30
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/7cd2ac22-e4a4-4f47-9a02-47be34fc598e.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA2T
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/a1abf08d-5e0e-4e7a-a72d-8758540850b6.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-3X-AAVE
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/5021f6f5-e644-49ae-bc1c-78b6153cee2b.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-3X-AAVA
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/627e5866-b7df-42fa-a0fd-f3555c346ce2.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-4G-AAZG
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/af0e5a9d-2578-4389-9ff6-75df2dae1151.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-ZH-A8Y7
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/ea95d163-dfce-43fd-b882-9adac6008594.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA33
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/2d5b64ec-32cd-47ae-a08a-f0d18f4d96d7.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA2W
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/a3d3bd0f-a363-40e0-b6ff-f8eaaa1f0580.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-ZH-A8Y3
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/822303ba-f03a-4283-ba70-3946a32fb929.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-YR-A95A
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/6a0c2215-f348-41a1-91a3-84b04a488ebc.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA2H
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/69152c4c-b5b5-43ad-b0f3-319074fdae0a.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA2R
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/300db0ca-db8e-4321-b017-093f2c1db6f9.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W7-A93P
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/77652642-2b2c-46bb-8f85-39c50f397ea0.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W6-AA0S
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/d9dcec09-25b0-4452-a29b-5064eb7ddbea.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA2Z
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/d69a2bc5-b965-43de-91f6-e201c773626f.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA2J
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/49c0651f-15d9-4438-be65-143d0cd690ce.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-3X-AAVB
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/80c4e7f7-50e2-41f4-b425-cf99708e7002.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-4G-AAZO
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/adc4a272-d336-48d0-8f73-4131bddc6709.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA2U
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/77d19e8a-a687-472d-8a00-1378f770fc6e.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-ZH-A8Y1
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/ec23c6fa-7d27-424b-8cea-a0ea2202ab4e.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-5A-A8ZF
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/ad5aa00d-5e1e-49fb-b633-4b9b73ab00f7.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-ZD-A8I3
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/ac35dafa-093a-4d4f-af99-cc00ecc55f9d.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-ZH-A8Y2
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/444f94c8-dcd8-4472-be04-a29ff0da03a6.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-ZK-AAYZ
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/daed88fc-cd69-4e0d-9824-d5a1090ba916.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA2I
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/3e696ab8-d17a-480f-9444-45a285f25286.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-4G-AAZT
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/6aeba449-f73f-4fc1-ad0a-709ac4362369.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-4G-AAZF
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/9b41385a-d02c-415c-a8f3-cab09db83f14.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W7-A93O
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/9712b7ed-e73b-4d11-a36e-221c8edb9212.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA2M
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/43d09feb-4217-494d-bc09-f5a9b17ab223.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-WD-A7RX
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/36eb7d69-37c5-4c4d-bb99-a3cbd856bf96.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA2G
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/f98ad9d8-20b0-434a-9c36-9e51203ee983.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-5A-A8ZG
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/14cb6917-8a3d-4fbd-8796-360f312cb950.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-ZH-A8Y4
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/405acd05-1b0e-44d0-a004-34ef8249e4d0.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-ZH-A8Y5
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/ed776705-d65a-48a2-9fe1-4f5cc82b858f.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA2Q
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/c70c3ed0-3ced-45ab-8f16-831afdcc2ca8.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA34
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/f322035d-de17-484c-8f5c-b479305baab9.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-ZH-A8Y8
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/44e82733-3f0c-46ea-887d-2b64b517e52e.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-ZH-A8Y6
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/282b2254-41b3-44a8-aafa-86c9c53a4422.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-3X-AAV9
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/73bde231-3f14-4078-903c-91e78080d0c3.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W6-AA0T
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/97af92a1-a1dd-47a3-b743-868f6f2228c8.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA31
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/8a26ce0b-6638-4ce0-8c5a-ce78b76adbe6.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA39
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/f048a460-2972-4825-9ff8-baaeea4db6c7.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W7-A93N
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/4640240a-8ede-4d31-9aed-72b965c15979.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA2K
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/95e1b6bd-3c49-4f6a-8e66-0da45ee161dd.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-3X-AAVC
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/8ee253f4-b67d-4d36-ae06-0ac0849784d4.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA36
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/b77c8966-da60-4c08-abcc-1d0c15c9ac39.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-ZU-A8S4
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/03d6e682-0f36-4578-8d03-f572cdf73fa5.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA38
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/5e5adcc0-be9b-4b5f-874b-53eab217a734.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-4G-AAZR
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//mutect-maf-pass/ea241409-d9be-4e92-b32a-afed1c995a8e.wxs.MuTect2.aliquot.pass.maf,TCGA MuTect,TCGA-W5-AA2O
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/vcftomaf/results/TCGA-4G-AAZG_mutect2.maf,Sarek Mutect,TCGA-4G-AAZG
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/vcftomaf/results/TCGA-4G-AAZG_strelka_snv.maf,Sarek Strelka SNV,TCGA-4G-AAZG
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/vcftomaf/results/TCGA-4G-AAZG_strelka_snv.maf,Sarek Strelka SNV,TCGA-4G-AAZG
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/vcftomaf/results/TCGA-W5-AA30_mutect2.maf,Sarek Mutect,TCGA-W5-AA30
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/vcftomaf/results/TCGA-W5-AA30_strelka_snv.maf,Sarek Strelka SNV,TCGA-W5-AA30
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/vcftomaf/results/TCGA-W5-AA30_strelka_snv.maf,Sarek Strelka SNV,TCGA-W5-AA30
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/vcftomaf/results/TCGA-YR-A95A_mutect2.maf,Sarek Mutect,TCGA-YR-A95A
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/vcftomaf/results/TCGA-YR-A95A_strelka_snv.maf,Sarek Strelka SNV,TCGA-YR-A95A
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/vcftomaf/results/TCGA-YR-A95A_strelka_snv.maf,Sarek Strelka SNV,TCGA-YR-A95A
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/vcftomaf/results/TCGA-ZH-A8Y3_mutect2.maf,Sarek Mutect,TCGA-ZH-A8Y3
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/vcftomaf/results/TCGA-ZH-A8Y3_strelka_snv.maf,Sarek Strelka SNV,TCGA-ZH-A8Y3
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/vcftomaf/results/TCGA-ZH-A8Y3_strelka_snv.maf,Sarek Strelka SNV,TCGA-ZH-A8Y3
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/vcftomaf/results/TCGA-ZD-A8I3_mutect2.maf,Sarek Mutect,TCGA-ZD-A8I3
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/vcftomaf/results/TCGA-ZD-A8I3_strelka_snv.maf,Sarek Strelka SNV,TCGA-ZD-A8I3
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/vcftomaf/results/TCGA-ZD-A8I3_strelka_snv.maf,Sarek Strelka SNV,TCGA-ZD-A8I3
